0.735133,0.735133,1.754386 12,16,15
0.728198,0.735133,1.754386 16,20,20
0.734142,0.748260,1.785714 13,19,15
0.727083,0.748260,1.785714 16,21,17
0.733115,0.761865,1.818182 19,21,16
0.739371,0.775974,1.851852 16,18,11
0.732051,0.775974,1.851852 19,21,16
0.738404,0.790615,1.886792 10,21,13
0.745002,0.805819,1.923077 16,24,17
0.737400,0.805819,1.923077 12,17,11
0.744108,0.821619,1.960784 15,21,17
0.751084,0.838051,2.000000 9,18,15
0.758345,0.855155,2.040816 12,16,15
0.750277,0.855155,2.040816 13,14,16
0.757672,0.872970,2.083333 10,12,17
0.749437,0.872970,2.083333 12,14,20
0.756971,0.891544,2.127660 13,13,17
0.764834,0.910926,2.173913 13,12,12
0.756240,0.910926,2.173913 12,12,12
0.764261,0.931168,2.222222 12,12,17
0.755476,0.931168,2.222222 10,12,13
0.763662,0.952331,2.272727 10,10,18
0.754678,0.952331,2.272727 10,7,20
0.745693,0.952331,2.272727 15,10,15
0.753842,0.974478,2.325581 14,9,5
0.744649,0.974478,2.325581 12,12,7
0.735455,0.974478,2.325581 7,9,8
0.743554,0.997680,2.380952 15,8,8
0.734142,0.997680,2.380952 19,8,16
0.724730,0.997680,2.380952 11,8,15
0.715318,0.997680,2.380952 12,13,17
0.705906,0.997680,2.380952 7,11,12
0.713481,1.022014,2.439024 9,14,10
0.703840,1.022014,2.439024 10,14,8
0.694198,1.022014,2.439024 12,9,14
0.684557,1.022014,2.439024 12,11,19
0.658845,0.997680,2.380952 11,11,20
0.634330,0.974478,2.325581 4,8,7
0.597353,0.931168,2.222222 4,9,4
0.551783,0.872970,2.083333 42,52,49
0.543548,0.872970,2.083333 72,85,75
0.535312,0.872970,2.083333 72,83,68
0.527076,0.872970,2.083333 67,78,69
0.592961,0.997680,2.380952 9,20,15
0.612726,1.047564,2.500000 11,13,16
0.602844,1.047564,2.500000 13,12,17
0.592961,1.047564,2.500000 13,12,17
0.583078,1.047564,2.500000 12,12,17
0.587893,1.074425,2.564103 10,15,16
0.577757,1.074425,2.564103 13,12,13
0.567621,1.074425,2.564103 12,11,16
0.572155,1.102699,2.631579 6,9,12
0.547349,1.074425,2.564103 8,6,13
0.537212,1.074425,2.564103 13,7,18
0.513899,1.047564,2.500000 12,11,17
0.491724,1.022014,2.439024 16,24,21
0.482082,1.022014,2.439024 33,40,33
0.472440,1.022014,2.439024 45,48,41
0.462799,1.022014,2.439024 46,46,44
0.476396,1.074425,2.564103 34,35,37
0.478530,1.102699,2.631579 15,16,22
0.468127,1.102699,2.631579 11,10,15
0.470095,1.132502,2.702703 12,10,6
0.459411,1.132502,2.702703 11,6,5
0.448727,1.132502,2.702703 6,7,11
0.450211,1.163960,2.777778 8,7,12
0.439230,1.163960,2.777778 8,8,7
0.428250,1.163960,2.777778 7,8,1
0.417269,1.163960,2.777778 5,8,6
0.395307,1.132502,2.702703 15,14,17
0.374502,1.102699,2.631579 44,49,43
0.364099,1.102699,2.631579 58,61,54
0.353696,1.102699,2.631579 59,60,57
0.352571,1.132502,2.702703 57,58,55
0.341887,1.132502,2.702703 52,57,58
0.331203,1.132502,2.702703 50,56,55
0.329423,1.163960,2.777778 53,55,48
0.318442,1.163960,2.777778 52,55,50
0.307461,1.163960,2.777778 51,57,52
0.304951,1.197216,2.857143 52,53,48
0.293657,1.197216,2.857143 49,51,43
0.290667,1.232429,2.941176 49,49,45
0.279040,1.232429,2.941176 44,49,50
0.267414,1.232429,2.941176 47,47,52
0.263538,1.269775,3.030303 52,46,49
0.251559,1.269775,3.030303 49,47,48
0.247067,1.309455,3.125000 49,46,53
0.234714,1.309455,3.125000 46,45,47
0.229533,1.351696,3.225806 47,43,37
0.216781,1.351696,3.225806 41,43,37
0.204030,1.351696,3.225806 42,45,41
0.197654,1.396752,3.333333 46,42,43
0.184477,1.396752,3.333333 40,41,41
0.177207,1.444916,3.448275 45,35,38
0.163575,1.444916,3.448275 41,40,31
0.149944,1.444916,3.448275 40,39,40
0.141181,1.496520,3.571428 44,40,43
0.127063,1.496520,3.571428 42,38,35
0.117128,1.551947,3.703703 34,35,37
0.115298,1.745940,4.166666 7,7,9
0.103124,1.821851,4.347826 5,6,11
0.085936,1.821851,4.347826 0,2,2
0.068749,1.821851,4.347826 1,6,2
0.053906,1.904662,4.545454 0,6,0
0.035937,1.904662,4.545454 2,4,1
0.017969,1.904662,4.545454 12,8,5
-0.000000,1.904662,4.545454 2,4,0
-0.018824,1.995360,4.761904 0,8,1
-0.037648,1.995360,4.761904 0,0,2
-0.056472,1.995360,4.761904 0,4,2
-0.075297,1.995360,4.761904 0,5,0
-0.098827,2.095129,5.000000 3,8,2
-0.118592,2.095129,5.000000 1,2,1
-0.138358,2.095129,5.000000 2,5,6
-0.158123,2.095129,5.000000 0,3,0
-0.177888,2.095129,5.000000 0,1,4
-0.188242,1.995360,4.761904 15,12,17
-0.207066,1.995360,4.761904 26,21,22
-0.237184,2.095129,5.000000 18,21,11
-0.256950,2.095129,5.000000 24,20,19
-0.276715,2.095129,5.000000 18,24,30
-0.312085,2.205398,5.263157 27,22,24
-0.332890,2.205398,5.263157 28,20,19
-0.373346,2.327920,5.555555 27,19,16
-0.395307,2.327920,5.555555 26,18,15
-0.417269,2.327920,5.555555 25,20,17
-0.465067,2.464857,5.882352 23,18,12
-0.488321,2.464857,5.882352 22,17,19
-0.511574,2.464857,5.882352 13,12,23
-0.568254,2.618910,6.249999 1,8,9
-0.558081,2.464857,5.882352 7,5,1
-0.581334,2.464857,5.882352 4,5,2
-0.604588,2.464857,5.882352 0,4,0
-0.627841,2.464857,5.882352 3,6,2
-0.614922,2.327920,5.555555 0,2,0
-0.636884,2.327920,5.555555 0,2,0
-0.658845,2.327920,5.555555 0,1,0
-0.680807,2.327920,5.555555 3,5,1
-0.665781,2.205398,5.263157 2,4,0
-0.686586,2.205398,5.263157 0,1,0
-0.707392,2.205398,5.263157 3,3,1
-0.691788,2.095129,5.000000 14,6,11
-0.711553,2.095129,5.000000 15,6,0
-0.731318,2.095129,5.000000 16,6,3
-0.715318,1.995360,4.761904 17,7,5
-0.734142,1.995360,4.761904 17,5,7
-0.752966,1.995360,4.761904 17,7,4
-0.736709,1.904662,4.545454 16,7,5
-0.754678,1.904662,4.545454 15,5,5
-0.772646,1.904662,4.545454 18,8,5
-0.756240,1.821851,4.347826 18,6,5
-0.773427,1.821851,4.347826 16,6,4
-0.790615,1.821851,4.347826 17,7,4
-0.807802,1.821851,4.347826 21,8,3
-0.790615,1.745940,4.166666 23,7,7
-0.807086,1.745940,4.166666 20,6,6
-0.823557,1.745940,4.166666 20,6,6
-0.806427,1.676103,4.000000 17,5,2
-0.822239,1.676103,4.000000 16,7,0
-0.838051,1.676103,4.000000 17,7,1
-0.821023,1.611637,3.846154 17,6,8
-0.836227,1.611637,3.846154 18,7,0
-0.851431,1.611637,3.846154 23,4,8
-0.834538,1.551947,3.703703 22,4,13
-0.849179,1.551947,3.703703 21,2,14
-0.863820,1.551947,3.703703 20,4,13
-0.847087,1.496520,3.571428 16,6,8
-0.861205,1.496520,3.571428 18,6,3
-0.875323,1.496520,3.571428 16,8,0
-0.889441,1.496520,3.571428 17,6,5
-0.872402,1.444916,3.448275 18,5,5
-0.886033,1.444916,3.448275 21,4,15
-0.899665,1.444916,3.448275 23,3,13
-0.882853,1.396752,3.333333 26,4,7
-0.896030,1.396752,3.333333 23,5,8
-0.909207,1.396752,3.333333 21,5,11
-0.892629,1.351696,3.225806 21,3,5
-0.905381,1.351696,3.225806 23,8,6
-0.918133,1.351696,3.225806 21,6,3
-0.901795,1.309455,3.125000 24,6,3
-0.914148,1.309455,3.125000 25,7,3
-0.926501,1.309455,3.125000 24,6,5
-0.910405,1.269775,3.030303 20,2,15
-0.922384,1.269775,3.030303 24,4,16
-0.934363,1.269775,3.030303 24,4,6
-0.918508,1.232429,2.941176 30,5,6
-0.930135,1.232429,2.941176 29,4,3
-0.941761,1.232429,2.941176 25,6,3
-0.926149,1.197216,2.857143 23,5,5
-0.937443,1.197216,2.857143 21,5,9
-0.948738,1.197216,2.857143 29,1,12
-0.933364,1.163960,2.777778 28,0,21
-0.944345,1.163960,2.777778 19,8,6
-0.955326,1.163960,2.777778 17,8,3
-0.940190,1.132502,2.702703 26,4,21
-0.950874,1.132502,2.702703 25,0,13
-0.961558,1.132502,2.702703 21,3,13
-0.946657,1.102699,2.631579 23,3,5
-0.957060,1.102699,2.631579 28,1,11
-0.942656,1.074425,2.564103 22,9,17
-0.952792,1.074425,2.564103 18,10,14
-0.938855,1.047564,2.500000 19,10,15
-0.948738,1.047564,2.500000 18,3,13
-0.935239,1.022014,2.439024 19,7,16
-0.944881,1.022014,2.439024 17,7,1
-0.954522,1.022014,2.439024 24,4,11
-0.941208,0.997680,2.380952 25,5,15
-0.950620,0.997680,2.380952 23,3,10
-0.960032,0.997680,2.380952 32,3,11
-0.969444,0.997680,2.380952 29,5,18
-0.978856,0.997680,2.380952 30,2,14
-1.064289,1.074425,2.564103 28,3,15
0.735133,0.728198,1.754386 10,19,16
0.728198,0.728198,1.754386 14,18,19
0.734142,0.741201,1.785714 13,18,19
0.727083,0.741201,1.785714 14,20,18
0.733115,0.754678,1.818182 14,19,13
0.739371,0.768653,1.851852 18,19,14
0.732051,0.768653,1.851852 15,19,15
0.738404,0.783156,1.886792 11,19,14
0.745002,0.798217,1.923077 12,17,15
0.737400,0.798217,1.923077 14,16,15
0.744108,0.813868,1.960784 10,16,13
0.751084,0.830145,2.000000 9,17,15
0.758345,0.847087,2.040816 12,16,17
0.750277,0.847087,2.040816 12,13,17
0.757672,0.864735,2.083333 13,14,19
0.765382,0.883133,2.127660 10,13,18
0.756971,0.883133,2.127660 12,12,17
0.764834,0.902332,2.173913 15,13,14
0.756240,0.902332,2.173913 12,10,16
0.764261,0.922384,2.222222 9,12,15
0.755476,0.922384,2.222222 12,12,9
0.763662,0.943347,2.272727 12,9,18
0.754678,0.943347,2.272727 8,7,11
0.763035,0.965285,2.325581 12,13,7
0.753842,0.965285,2.325581 14,11,17
0.744649,0.965285,2.325581 17,5,15
0.752966,0.988268,2.380952 14,7,18
0.743554,0.988268,2.380952 15,10,16
0.734142,0.988268,2.380952 13,8,16
0.724730,0.988268,2.380952 13,7,22
0.715318,0.988268,2.380952 14,8,18
0.723123,1.012372,2.439024 12,10,13
0.713481,1.012372,2.439024 11,11,10
0.703840,1.012372,2.439024 11,13,11
0.694198,1.012372,2.439024 13,11,15
